dimension,value,observations,runs,decision_dates,N,N_1d,mean_return_1d,median_return_1d,mean_MFE_1d,median_MFE_1d,mean_MAE_1d,median_MAE_1d,hit_rate_1d,N_3d,mean_return_3d,median_return_3d,mean_MFE_3d,median_MFE_3d,mean_MAE_3d,median_MAE_3d,hit_rate_3d,N_5d,mean_return_5d,median_return_5d,mean_MFE_5d,median_MFE_5d,mean_MAE_5d,median_MAE_5d,hit_rate_5d,N_10d,mean_return_10d,median_return_10d,mean_MFE_10d,median_MFE_10d,mean_MAE_10d,median_MAE_10d,hit_rate_10d,target_before_stop_rate_10d,mean_time_to_target,mean_time_to_MFE_5d,mean_time_to_MFE_10d
decision_date,2026-08-21,510,2,1,510,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,
market_regime,Bull trend,912,3,3,912,385,0.3060059431694902,0.3774494057179556,1.6107254871021357,1.461632155907422,-0.9904883448529627,-0.789117691267105,0.5974025974025974,359,0.9899627055410446,0.7606787595084707,2.9773980217338987,2.525832376578641,-1.8588928727732787,-1.5298738887740249,0.6211699164345403,327,0.7744530015006037,0.5864164623094137,3.7305501476485605,3.1208401124094065,-2.2057168123537627,-1.8402013211701875,0.5779816513761468,0,,,,,,,,,,3.162079510703364,
market_regime,Choppy,483,2,1,483,426,0.7822543034223749,0.7185263917095397,1.8636415721094246,1.6263755308704275,-0.7364469279200138,-0.6088293810416312,0.7464788732394366,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,
market_regime,Distribution,4453,12,7,4453,4173,0.1592668674040204,-0.0196972255050886,1.714749682484567,1.2778860732077124,-1.3157804219403355,-1.136485472284765,0.4950874670500839,3909,0.7063788701192214,0.2419784155253346,3.259434909477938,2.1739130434782705,-2.2506262186811754,-1.9328982834444508,0.5361985162445638,3627,1.241350728731039,0.7472423200094891,4.291895296331729,3.014606857971613,-2.67136444849344,-2.272417751318123,0.5880893300248139,2587,2.6655806827982125,1.9768983147131047,6.33621974595767,4.881706097967342,-3.0906655721678598,-2.625,0.6872825666795516,0.6161825726141079,4.270428015564202,3.068100358422939,6.073830691921144
setup_type,breakout,116,17,9,116,104,0.5170582148880418,0.45128629678794496,2.2793619885213228,1.6330524702221516,-1.4905975754958012,-1.348737014437662,0.6057692307692307,99,0.6025702727462011,0.7110208227526504,3.4892100448720016,2.859493931289858,-2.4766741493054565,-1.98491950275117,0.6060606060606061,95,1.3923214322337483,1.2369033760186277,4.3359507056204425,3.7599072105161335,-2.6141356855653566,-2.0289310539169603,0.7157894736842105,75,1.6061082504579054,1.2073649260488928,5.692496935368317,4.361120051496603,-3.229751203935912,-2.6510721247563374,0.6133333333333333,0.7407407407407407,3.608695652173913,2.957894736842105,5.466666666666667
setup_type,extended_momentum,211,16,8,211,195,-0.00695564121472384,-0.2049705354855158,1.3967917457390446,1.0455635491606774,-1.2399355610161609,-0.9683098591549256,0.4358974358974359,155,-0.23165522764794982,-0.0950703240779504,2.1329225783125887,1.5539568345323884,-2.343242382886438,-2.3147295388960543,0.4838709677419355,148,0.09662196115181648,0.08362735595986434,2.7800531192739455,2.375829257712747,-2.758897474661906,-2.508276051265029,0.5,72,-0.2602429408473676,-0.540450553329902,4.227468309682338,3.421421549796011,-3.5568690881678413,-3.7409339610637415,0.4305555555555556,0.25,4.071428571428571,2.9054054054054053,5.486111111111111
setup_type,momentum_continuation,121,15,9,121,97,-0.7838670988887531,-1.1117752540346748,1.2015108677001776,0.921452336178219,-1.7420048686551717,-1.5667841754798406,0.25773195876288657,88,-1.1276930948424528,-1.0946853699496162,1.6246307530597164,0.9437845466305994,-3.0846353387204073,-2.788938785157169,0.29545454545454547,81,-1.4508917958863363,-1.6823376247649402,2.096070332270618,1.3600714782090684,-3.8660449277520486,-3.493661085841482,0.2962962962962963,39,-0.00659923140754697,-0.274375961988893,4.042398732404659,2.512168315277141,-4.169670263250336,-4.223968565815328,0.4358974358974359,0.4,3.625,2.493827160493827,5.923076923076923
setup_type,none,421,17,9,421,357,0.21489225085680738,0.1520372998175645,1.77393793154249,1.2732138512691726,-1.1864237305373724,-0.9484536082474238,0.5406162464985994,318,0.9001075401046416,0.12724983211422894,3.4671018357288577,2.2259983007646422,-2.0246783295596815,-1.6485690935710062,0.5251572327044025,285,1.1442826449293984,0.6972616632860085,4.256830002571962,3.093172387778176,-2.372253836787828,-1.916300921060776,0.6070175438596491,176,1.2569649224031005,0.285632676378178,5.885519580134711,4.0473610896146095,-3.051123077998123,-2.4534096934348715,0.5227272727272727,0.44642857142857145,3.75,3.101754385964912,5.5852272727272725
setup_type,pullback,3588,17,9,3588,3051,0.3241527856890714,0.1540832049306439,1.867447727457163,1.4371257485029876,-1.245348520154537,-1.080308205576297,0.5362176335627663,2632,0.865576059070027,0.36815253329842695,3.5093046520673656,2.304134213475917,-2.2754037930062783,-1.9831848151955045,0.5448328267477204,2445,1.335499985643666,0.6640248953365901,4.521140395924603,3.0812711104983848,-2.720332723352559,-2.3054417788180293,0.5815950920245399,1630,3.1999045197521596,2.50248121366794,6.780478876506539,5.188444848769924,-3.116579458297747,-2.6576019777503124,0.7134969325153374,0.6477516059957173,4.189111747851003,3.042944785276074,6.160736196319019
setup_type,trend_repair,176,17,9,176,149,-0.11991605989073525,-0.2987506789788097,1.4013178463054272,1.0781671159029615,-1.4557579213711962,-1.469842878864669,0.3959731543624161,129,0.9139689051833485,0.6289112363398575,3.1946372209607965,2.1496598639455744,-2.199453180997474,-1.9079837618403368,0.5271317829457365,121,2.3227085697956977,1.7413817562774936,5.09502749941367,3.454623697045056,-2.280499243719064,-1.9328982834444508,0.7024793388429752,95,2.0978907588315767,1.195457262402866,6.322873767933005,5.086336668732838,-2.4409114739240945,-2.3239099185433654,0.6421052631578947,0.45614035087719296,3.7,3.553719008264463,5.778947368421052
setup_type,vcp,1215,17,9,1215,1031,0.08870172023896093,0.0990262419541032,1.3618246738475313,1.202773454082351,-1.1445320205940135,-0.9478021978021944,0.5363724539282251,847,0.6018752493751198,0.4737496116806516,2.6444843224258188,2.138040677594444,-1.9701998321996586,-1.5469233413544117,0.577331759149941,779,1.0964199205434815,0.9478118417973302,3.73500143296295,2.966123216008953,-2.3584757846306244,-1.8782249742002155,0.6110397946084724,500,2.3160483075051443,1.9495958155016704,5.628253842031911,4.7530288909599205,-2.971400023024852,-2.4883875248838727,0.736,0.6854838709677419,5.0220994475138125,3.202824133504493,6.206
sector,Basic Materials,247,16,9,247,211,0.466020339905795,0.29827519128518,1.5195362625379614,1.1725648089284446,-1.0537316629684161,-1.1293380595169489,0.5687203791469194,189,1.0975632616985305,-0.0863259668508309,3.2452745016240976,1.8590831918505968,-1.9165365597332402,-1.745820965474154,0.4973544973544973,182,1.0325535499012672,0.2849191624701763,3.556718875082105,2.018093249826025,-2.348814685258568,-2.29245128541018,0.532967032967033,123,1.5077198239800231,0.1367031208322044,4.6273028102354665,2.592435189120268,-3.0802182460504905,-3.2845625559868696,0.5121951219512195,0.44642857142857145,4.12,2.879120879120879,5.5772357723577235
sector,Communication Services,27,15,8,27,23,-0.5465709075565255,-0.1240438288195089,0.9760021818501875,0.4233017536787065,-2.4814718178054482,-1.915301127899549,0.34782608695652173,21,-0.7818191870417159,-0.1699957501062554,1.5580951467736146,1.2798634812286602,-3.21232052582102,-2.623673142399363,0.42857142857142855,21,1.0764991420821377,1.696690406367818,4.35353420718699,3.293667658308541,-3.2575154804206337,-2.623673142399363,0.9047619047619048,19,0.5775096466448618,0.2897950734837451,5.854248882878127,5.506106396191268,-4.151667915743347,-3.839590443686014,0.5263157894736842,0.5,6.222222222222222,3.0952380952380953,7.2631578947368425
sector,Consumer Cyclical,708,16,9,708,608,0.11995042065059056,-0.0602113899168199,1.6955895050030114,1.399801844605253,-1.2892302722231443,-1.1067597226151304,0.4901315789473684,514,0.6450383542881308,0.0,3.4278782004404103,2.062081025939944,-2.4330603507223016,-2.103894116747007,0.49221789883268485,453,1.0811000193314115,0.086029728050474,4.819477128158964,2.884195193007999,-2.898663532817436,-2.503194056688596,0.5121412803532008,271,1.7651367465813979,0.9907592645517882,6.718796357899695,4.387520525451572,-3.8613587605910156,-3.339834227206251,0.5867158671586716,0.4861878453038674,4.5049504950495045,2.947019867549669,5.265682656826568
sector,Consumer Staples,219,16,8,219,184,0.15031315142478982,0.0582920431360989,1.6407287818661003,1.2617297960133222,-1.3702335390418419,-1.1470974044029358,0.5163043478260869,152,0.22446053378663247,-0.28261053977171047,2.504455679498285,1.7206780731563676,-2.4372304665434377,-2.0875972165370404,0.4342105263157895,131,0.1465879009039522,-0.1844709039074299,3.1664137380362587,2.237878159966855,-2.904603656892662,-2.7955271565495154,0.48854961832061067,96,1.2832744111125416,1.790757773484597,4.3900049097193135,4.254747659432079,-3.423160052958797,-2.8322832593635994,0.6770833333333334,0.4473684210526316,3.3684210526315788,2.7938931297709924,5.770833333333333
sector,Energy,177,16,8,177,148,-0.036201147911370794,-0.2444673185795109,1.693623932870937,1.0135315743974416,-1.9517104594069432,-1.7969530380689713,0.4391891891891892,121,-0.5915318196253648,-1.2340867757859253,3.0729295578926763,1.534526854219953,-3.721960937974709,-3.555695405915682,0.39669421487603307,115,2.3108782571998834,4.092883394587377,4.790685969712237,4.631372228131903,-4.172197838848058,-3.769841269841268,0.6956521739130435,86,7.256644124910096,7.328136632673332,9.011846399758225,7.901785714285725,-4.844359574557821,-4.354908216134068,0.9302325581395349,0.6857142857142857,3.32,3.3130434782608695,8.627906976744185
sector,Financial Services,1398,16,10,1398,1179,0.1278587003712579,0.0824931255728689,1.356679138612165,1.143147466023109,-1.033016335073516,-0.8691873098652936,0.5318066157760815,1024,0.31542668178729133,0.3661456132938889,2.402105479734305,1.9501955963974527,-1.8524593554404785,-1.551614946168456,0.5380859375,927,0.6365821455920346,0.5715918833952394,3.1861517115018114,2.6567944250871056,-2.235916061777755,-1.8746041798606727,0.5771305285868392,541,1.4506216814166026,1.1989630589760214,4.581508106548912,4.0473610896146095,-2.638181743926101,-2.2657807308970046,0.6598890942698706,0.579136690647482,4.351351351351352,3.0765911542610573,5.99815157116451
sector,Health Care,667,16,9,667,560,0.6150147815156298,0.4340276692675449,2.0930487923581045,1.623563218390811,-1.228276198073384,-1.0443424432559856,0.6142857142857143,459,1.9044094031210772,1.397428731134709,3.98829953962787,2.8886976477337845,-2.25648336081089,-1.852678571428568,0.7015250544662309,442,2.1851311488842557,1.5867946607984629,5.135955232807352,4.128000904081275,-2.72680106923689,-2.2623062411141257,0.6628959276018099,322,4.430486976010719,3.8019492893734297,7.619119722598769,6.838046272493581,-2.8399241696353443,-2.4920466595970248,0.8105590062111802,0.7605633802816901,4.709497206703911,3.323529411764706,6.611801242236025
sector,Industrials,1159,16,9,1159,983,0.15169330381594603,0.1055647715276553,1.7593192541154523,1.4581044641965637,-1.2849270126607966,-1.0459739179369154,0.5178026449643948,834,0.654346237710307,0.2564732067682928,3.3918998531933546,2.3781902552204137,-2.3299152104945176,-1.808659971925275,0.539568345323741,786,1.2142172597790026,0.5328596802841812,4.468063625806977,3.369788342784763,-2.770701055536914,-2.286000333722671,0.583969465648855,531,3.2826665098774894,2.6982637259502784,6.902749565119208,5.852417302798973,-3.157075074673406,-2.5771680548750564,0.7288135593220338,0.6644518272425249,4.352697095435684,3.118320610687023,6.365348399246704
sector,Miscellaneous / Other,29,15,9,29,20,1.8700738186068506,2.051835853131756,3.006098177163218,2.134900893290159,-0.8387128320625485,-0.7178210330131995,0.7,14,3.3030353156855745,1.8832621517185344,5.854114096500674,4.249102316539988,-1.9568981011379907,-1.2723845428840752,0.7857142857142857,14,3.3944612500028173,3.7574663603544445,6.917927972828385,4.276911716442411,-2.1749366217245227,-1.2723845428840752,0.7857142857142857,12,6.957511290711075,4.388111888111879,8.537202343477048,8.049533799533794,-2.2396522591813093,-1.2723845428840752,0.9166666666666666,,,3.4285714285714284,8.75
sector,Technology,671,16,9,671,571,0.6413686664897357,0.5498021875727233,2.150373905288627,1.677681748856119,-1.0891760197159155,-1.0183591508892589,0.6147110332749562,480,1.5287613503962902,1.1868520907989066,4.358943695823981,3.0812711104983848,-1.9861568240296277,-1.705164824550498,0.64375,439,2.0216800787400953,1.6047297297297147,5.542780474950351,4.343790607016906,-2.235751840420385,-1.949822743386964,0.6514806378132119,284,3.0048165911007434,2.1065942448508457,7.826998286136128,6.413092890009297,-2.6625594094997482,-2.092308670653958,0.704225352112676,0.7986111111111112,3.4603174603174605,3.214123006833713,5.070422535211268
sector,Unknown,469,1,2,469,430,-0.16378495017498157,-0.5439070662835443,1.890662862260535,1.1336577240366186,-1.5167197425131749,-1.3133642792698463,0.37209302325581395,398,0.32471320957217814,-0.38716251038675153,3.2163585976000024,1.820764119564311,-2.4032051025788252,-2.289223054877665,0.4271356783919598,382,0.8746538320261682,0.22191132696429688,3.9797153523327324,2.4323291893541876,-2.8478618203290123,-2.6171093691254983,0.5340314136125655,270,2.0760853208510928,1.6276347636679511,6.18548745680029,4.5307740808509305,-3.0203203802995815,-2.8663084112034776,0.5925925925925926,0.5371428571428571,4.103448275862069,2.764397905759162,6.007407407407407
sector,Utilities,77,16,8,77,67,-0.6384965211652589,-0.6552419354838634,0.6140095453434119,0.4091653027823216,-1.818646430415526,-1.957397812320083,0.34328358208955223,62,-0.3324420075092544,0.43689854974248155,1.2244784928339425,1.3472277739132288,-2.4342896246046983,-2.3859065057566964,0.5806451612903226,62,-0.14629815611298932,0.8058442536526433,1.8219212119920076,2.1416234887737584,-2.991565582188018,-2.3859065057566964,0.6774193548387096,32,0.6849084866509396,2.0495106505469263,3.170325735538688,3.4938763242918336,-4.046525471611448,-2.614346850845539,0.78125,0.0,10.0,3.2903225806451615,7.65625
stage,Stage 1,1148,17,9,1148,1015,0.35049988664032133,0.2745576571079988,1.72672528995263,1.2732138512691726,-1.166960358155955,-1.0443424432559856,0.5704433497536946,893,0.8185493488375718,0.4843232220239635,3.1906619580452356,2.233143022331441,-2.0365537947638983,-1.7212508275244454,0.5666293393057111,832,1.3523722571773402,1.0454002389486128,4.251496189241847,3.0812711104983848,-2.3913001862389818,-2.10115009633875,0.6069711538461539,558,2.7226549258687522,2.2220601436189313,6.0707219406661395,5.054827940710583,-2.5569072740559795,-2.3045639403524665,0.7706093189964157,0.5993485342019544,4.246636771300448,3.094951923076923,6.173835125448028
stage,Stage 2,3483,17,10,3483,2960,0.12837807557017994,-0.0155908949173722,1.6720690120472577,1.2991781286186388,-1.2413767974822112,-1.0172756275206196,0.4956081081081081,2530,0.5943480175421711,0.1323401972053717,3.1547233427750108,2.0900110164985053,-2.262536021764949,-1.8796414833215591,0.5181818181818182,2319,0.9966029701148176,0.4281746644036577,4.094022643841617,2.8863577530416684,-2.74106270768462,-2.353663528448624,0.5653298835705045,1479,2.49457085874925,1.6027075408368896,6.17293219949955,4.658445879819939,-3.3259612605175346,-2.769489710045137,0.6544962812711291,0.6065375302663438,4.269565217391304,3.030616645105649,6.033806626098715
stage,Stage 3,122,17,9,122,109,1.3173596626604385,1.1190015063481829,2.957022118845812,2.4547909336388285,-0.7284772003524014,-0.8967173738991141,0.6605504587155964,97,2.102757275979464,1.4845360824742304,4.470036904274761,3.741596024554217,-1.3318523213112312,-1.0307259150446724,0.6597938144329897,92,3.2066714493492094,2.850845698000004,5.318236691715665,4.592586591480575,-1.3775948198809942,-1.2555720898614786,0.8478260869565217,68,5.261704839930614,4.1985683555349596,8.772502384368188,7.9720359377575045,-2.23398416726842,-1.935357588510178,0.7058823529411765,0.725,3.838709677419355,3.4782608695652173,7.5
stage,Stage 4,11,9,5,11,4,0.9302739899968882,0.642653355298739,1.7186872730868663,1.3265950726468745,-0.1940568573486095,-0.5685407454200986,1.0,2,-3.173015470211304,-3.173015470211304,2.110779473526858,2.110779473526858,-5.484718154368645,-5.484718154368645,0.0,2,-0.5844527119719445,-0.5844527119719445,2.137520273103244,2.137520273103244,-5.484718154368645,-5.484718154368645,0.5,1,-5.79083929044214,-5.79083929044214,3.0447445062218748,3.0447445062218748,-6.84617421233783,-6.84617421233783,0.0,,,3.0,5.0
stage,Unknown,1084,17,9,1084,896,0.25960208843474136,0.2196997436836323,1.7171321900141658,1.4680527461430115,-1.3914015384775567,-1.216637518059449,0.5491071428571429,746,0.9173527303780717,0.5892134376883407,3.4068238961593162,2.3833352151401477,-2.3887703014543096,-2.1167132147581924,0.5871313672922251,709,1.4463813131370695,0.6873871202522919,4.600504910259926,3.288271830471312,-2.7172269654670402,-2.2578295702840534,0.6022566995768688,481,2.7757596420981954,1.9339957416607545,6.808723513924516,5.134820239680438,-3.0996752066174507,-2.7337342810278886,0.6902286902286903,0.6483516483516484,4.366834170854271,3.14950634696756,5.881496881496881
danger_state,Climax reversal risk,15,12,3,15,3,1.1181388040691502,0.0433804191632969,3.325582525118209,2.133774367594832,-2.06124388856164,-1.8978933383943848,0.6666666666666666,3,0.8226379161191103,2.076837567443013,4.037858409242438,4.012688772605277,-2.840720653583739,-1.8978933383943848,0.6666666666666666,3,2.7108636125823,3.858146029336007,4.171614701662615,4.413957649865807,-2.8596351600146726,-1.8978933383943848,0.6666666666666666,3,-1.449344341619163,-0.6534175636471962,4.272835679710315,4.717620584008908,-3.144319160773826,-2.7519453406718464,0.3333333333333333,1.0,1.0,3.0,3.3333333333333335
danger_state,Distribution risk,1415,17,9,1415,1147,0.473407857792458,0.2303086135421406,2.068495531930197,1.5398758905998733,-1.0943181060521265,-0.8961480089614837,0.5649520488230165,978,1.1369559634483066,0.6249035642647671,3.736697091046269,2.496974044022049,-2.1253972502683567,-1.7112037824914883,0.5685071574642127,910,1.7022088953161738,0.8995293010712113,4.8607926140674955,3.655107778819122,-2.558609449073636,-2.16885923990795,0.6120879120879121,602,3.576248461446106,2.6283618581907087,7.409624103184978,5.602567843594963,-2.8904462467137497,-2.532121121045916,0.7325581395348837,0.71671388101983,4.1223776223776225,3.178021978021978,6.222591362126246
danger_state,Failed breakout,513,17,9,513,465,0.17774824080279433,0.0241080038573038,1.6043612574280424,1.2277624655474773,-1.0463082177620053,-0.9727626459143934,0.5032258064516129,423,0.6433977812096037,0.2342704149933094,2.9779447028475294,2.027551416375628,-1.9667319744972682,-1.6079965232507654,0.5366430260047281,383,1.362929416309062,0.8701472556894352,3.9205837950111198,2.9127829560585905,-2.402599661540018,-2.042270244597477,0.6370757180156658,304,1.9680098774366481,1.5277633520097256,5.062371340607625,3.7991251103286827,-2.8496881809142574,-2.5175360285677906,0.6743421052631579,0.5921052631578947,4.372549019607843,2.989556135770235,5.875
danger_state,NONE,3905,17,9,3905,3369,0.1444544665425071,0.0726216412491043,1.615055488233216,1.282730214769057,-1.3172799597068952,-1.1212997109538492,0.5135054912436925,2864,0.604072453607824,0.2419784155253346,3.1018655765978513,2.1457022784559077,-2.285597811527505,-1.9649621212121329,0.5356145251396648,2658,1.0069528113530244,0.5757196495619343,4.081705952475769,2.916768009852788,-2.691196041316218,-2.2901845115996915,0.571482317531979,1678,2.4726035058954334,1.815125003891782,6.185594385036523,4.806698899852546,-3.206057824908415,-2.7193624354038777,0.6740166865315852,0.5819148936170213,4.325508607198748,3.053423626787058,6.061382598331347
technical_confidence,high,841,5,3,841,509,0.5661349379436995,0.5336574025150531,1.8054008407761117,1.611459265890769,-0.8579846682584423,-0.7222767419038267,0.6620825147347741,212,1.0473243802483314,0.6901108267675204,3.1447491690666745,2.424271810293699,-1.9545741071488256,-1.7382924056825344,0.6037735849056604,193,0.5577407167300115,0.3236245954692629,3.909825291265042,3.309859154929584,-2.3657895089288834,-2.160013824088469,0.5647668393782384,0,,,,,,,,,,3.05699481865285,
technical_confidence,low,1947,17,10,1947,1749,0.35477675108988654,0.1176470588235334,1.9103126214490234,1.4168079438120706,-1.1331840477566169,-1.0032335627228273,0.5323041738136077,1613,0.9669176637950806,0.557702266661364,3.5044779820657834,2.3636250544255777,-2.0905025563608106,-1.702553830746112,0.5660260384376937,1491,1.4656578420532933,0.830653804930348,4.514741479217486,3.2483302975106154,-2.5327460011543095,-2.0749665327978617,0.6170355466130114,1082,2.889265707901823,2.0012442969722155,6.446622885050571,4.920233959550647,-2.897261207315269,-2.4943957611575307,0.7060998151571165,0.6541598694942904,4.233853006681515,3.0945674044265594,6.109981515711645
technical_confidence,normal,3060,17,10,3060,2726,0.07593765149875563,-0.03218002304307125,1.5809263552427195,1.189713860779562,-1.381938007758425,-1.1608016093012263,0.4937637564196625,2443,0.5464431658907738,0.1696352841391135,3.0661511019392083,2.1017979235249395,-2.3244740466740823,-2.014701878573355,0.52312730249693,2270,1.084883446593754,0.6873871202522919,4.097144630550148,2.9030265596046823,-2.721315678141426,-2.3239099185433654,0.5696035242290749,1505,2.5047652694014646,1.8802459371890512,6.256846857918787,4.828039224886216,-3.229711102247929,-2.762589928057546,0.6737541528239203,0.5882352941176471,4.298791018998273,3.0651982378854625,6.047840531561461
